Id,Label,timeset,tf,ntf,df,idf,nidf,tdf,tf-idf,stopword,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
17293,asteria,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,3,1,4,4,1,5,5,0.345599,0.354479,0
17294,aster,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.301975,0.307538,0
17295,astatine,,5,13.48709426,2,10.1266511,10.1266411,10,136.579098,0,3,3,6,3,5,8,4,0.390441,0.407226,0
17296,astarte,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,1,1,2,5,0.384229,0.400392,0
17297,assyria,,20,12.1007999,15,8.111748083,8.111608076,300,98.15864042,0,6,12,18,18,13,31,4,0.424462,0.441294,0
17298,assure,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,2,2,4,5,0.338934,0.345744,0
17299,assurance,,9,12.8993076,7,8.873888135,8.873828135,63,114.4670127,0,6,5,11,8,5,13,4,0.408764,0.426117,0
17300,assumption,,17,12.26331883,14,8.180740955,8.180610949,238,100.3230346,0,7,6,13,14,15,29,4,0.398406,0.415756,0
17301,assume,,23,11.96103796,21,7.775275846,7.77507583,483,93.00036956,0,8,12,20,13,23,36,4,0.423561,0.440623,0
17302,associate,,57,11.05348091,49,6.927977986,6.92749788,2793,76.57827241,0,27,16,43,50,41,91,4,0.437767,0.45312,0.000001
17303,assistant,,133,10.20618305,114,6.083599836,6.08246922,15162,62.09033352,0,45,42,87,113,108,221,4,0.453932,0.467091,0.000014
17304,assist,,23,11.96103796,22,7.728755831,7.728545813,506,92.44394189,0,6,16,22,20,21,41,4,0.425908,0.442576,0
17305,assimilate,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,2,5,3,2,5,5,0.345889,0.354864,0
17306,assign,,10,12.79394708,6,9.028038815,9.027988815,60,115.5042509,0,4,6,10,9,6,15,4,0.381037,0.397705,0
17307,asset,,16,12.32394346,12,8.334891634,8.334781631,192,102.7187332,0,10,8,18,15,14,29,5,0.403111,0.420668,0.000001
17308,assessor,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,3,6,3,3,6,5,0.337061,0.343468,0
17309,assess,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,1,3,4,5,6,11,5,0.404342,0.421936,0
17310,assert,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
17311,assent,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,4,5,9,6,5,11,4,0.404858,0.422263,0
17312,assemble,,8,13.01709064,8,8.740356743,8.740286741,64,113.7740159,0,2,6,8,5,6,11,5,0.392036,0.408988,0
17313,assemblage,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,3,6,3,3,6,4,0.387746,0.404818,0.000001
17314,assay,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,1,3,4,1,3,4,5,0.348708,0.358309,0
17315,assault,,57,11.05348091,39,7.156236638,7.155856573,2223,79.10132506,0,20,26,46,47,47,94,4,0.462856,0.473804,0.000071
17316,assassinate,,14,12.45747485,13,8.254848927,8.254728922,182,102.8345729,0,2,8,10,14,10,24,4,0.400718,0.418404,0
17317,assassin,,25,11.87765635,20,7.824066011,7.823875996,500,92.93156735,0,9,17,26,18,22,40,5,0.403368,0.420973,0
17318,assam,,31,11.66254497,22,7.728755831,7.728545813,682,90.13696246,0,15,15,30,26,24,50,4,0.434456,0.450186,0
17319,assai,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.315714,0.319659,0
17320,ass,,17,12.26331883,11,8.421903011,8.421803008,187,103.2804818,0,10,9,19,15,12,27,4,0.436743,0.452083,0.000006
17321,aspirin,,13,12.53158282,7,8.873888135,8.873828135,91,111.2038641,0,10,7,17,10,9,19,5,0.379912,0.395883,0
17322,aspire,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.359172,0.371523,0
17323,asphalt,,9,12.8993076,9,8.622573707,8.622493705,81,111.2252305,0,7,7,14,9,8,17,4,0.440723,0.455467,0.000001
17324,aspen,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,2,5,3,2,5,5,0.321524,0.324904,0.000053
17325,aspect,,42,11.35886256,32,7.354062381,7.35375234,1344,83.53378384,0,22,15,37,35,38,73,4,0.436754,0.452214,0.000004
17326,asparagus,,10,12.79394708,4,9.433503923,9.433473923,40,120.69175,0,6,6,12,8,6,14,5,0.357041,0.368826,0.000001
17327,asleep,,30,11.6953348,25,7.600922459,7.600682435,750,88.89533292,0,11,16,27,24,25,49,4,0.430912,0.4472,0
17328,askew,,8,13.01709064,3,9.721185996,9.721165996,24,126.5415592,0,7,3,10,7,4,11,5,0.341037,0.348119,0
17329,ask,,140,10.15488975,125,5.991484547,5.990243802,17500,60.84286504,0,28,42,70,124,124,248,4,0.461785,0.473297,0.000004
17330,aside,,43,11.33533206,43,7.058598169,7.058178089,1849,80.01155413,0,17,14,31,29,42,71,4,0.447534,0.461429,0
17331,asiatic,,32,11.63079627,24,7.641744454,7.641514432,768,88.87957293,0,14,15,29,28,22,50,5,0.385539,0.402101,0.000002
17332,asia,,1017,8.171919781,801,4.133937337,4.125905327,814617,33.7822043,0,92,197,289,965,872,1837,4,0.477691,0.48816,0.000115
17333,ashore,,14,12.45747485,14,8.180740955,8.180610949,196,101.9113747,0,5,7,12,6,13,19,4,0.411818,0.429229,0
17334,ashmolean,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,2,2,4,5,0.321146,0.324431,0
17335,ashman,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.384237,0.400402,0
17336,ashley,,49,11.20471188,36,7.236279346,7.235929291,1764,81.08042515,0,27,28,55,35,34,69,4,0.402636,0.42046,0.000023
17337,ashland,,20,12.1007999,9,8.622573707,8.622493705,180,104.3400391,0,15,13,28,18,18,36,4,0.39374,0.410892,0
17338,asheville,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,3,3,6,3,3,6,5,0.398684,0.416443,0
17339,asher,,9,12.8993076,7,8.873888135,8.873828135,63,114.4670127,0,7,6,13,7,7,14,4,0.390286,0.407484,0
17340,ash,,108,10.41440095,69,6.58569178,6.585011562,7452,68.58603473,0,50,44,94,98,82,180,4,0.459739,0.471729,0.000029
17341,aseptic,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.288133,0.294392,0
17342,ascomycetes,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.398076,0.415824,0
17343,ascii,,27,11.80069531,13,8.254848927,8.254728922,351,97.41295703,0,12,12,24,17,19,36,4,0.424584,0.441355,0
17344,ascetic,,9,12.8993076,9,8.622573707,8.622493705,81,111.2252305,0,5,5,10,7,5,12,5,0.405052,0.422476,0
17345,ascent,,8,13.01709064,6,9.028038815,9.027988815,48,117.5187995,0,5,5,10,7,8,15,4,0.42213,0.439036,0
17346,ascension,,36,11.51301324,23,7.684304068,7.684084048,828,88.46949447,0,18,16,34,31,32,63,4,0.445501,0.459683,0.00006
17347,ascendant,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.35519,0.366885,0
17348,ascend,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,3,6,4,4,8,4,0.429962,0.445989,0
17349,asbestos,,25,11.87765635,9,8.622573707,8.622493705,225,102.4159674,0,12,11,23,16,13,29,4,0.422251,0.439083,0.000007
17350,as,,31129,4.750637038,17038,1.076596862,0.889825508,530375902,5.114520926,1,2742,3079,5821,21669,25259,46928,4,0.538382,0.581578,0.022662
17351,arum,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,2,2,4,3,3,6,5,0.337664,0.34411,0
17352,aruba,,22,12.00548972,12,8.334891634,8.334781631,264,100.0644559,0,12,9,21,13,13,26,4,0.426031,0.442529,0.000001
17353,artwork,,42,11.35886256,39,7.156236638,7.155856573,1638,81.28670841,0,23,19,42,32,34,66,4,0.446308,0.460415,0.000003
17354,arturo,,10,12.79394708,10,8.517213191,8.517123189,100,108.9687749,0,5,2,7,5,2,7,5,0.327963,0.33196,0
17355,artistry,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,4,3,7,4,3,7,5,0.365488,0.37918,0
17356,artisan,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,1,3,2,1,3,5,0.384237,0.400402,0
17357,artillery,,48,11.22533117,37,7.208880372,7.208520314,1776,80.92206951,0,25,27,52,39,33,72,4,0.460706,0.472171,0.000001
17358,artificial,,166,9.984544389,130,5.952263834,5.950973027,21580,59.43064246,0,54,46,100,139,75,214,4,0.428747,0.445707,0.000018
17359,artifact,,23,11.96103796,9,8.622573707,8.622493705,207,103.1349314,0,14,10,24,18,15,33,4,0.412968,0.430492,0.000001
17360,artie,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.398121,0.415885,0
17361,articulatory,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
17362,articulate,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17363,article,,386,9.140694808,322,5.045246739,5.04203164,124292,46.11706067,0,105,86,191,301,307,608,4,0.472063,0.481931,0.000193
17364,artichoke,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,5,3,8,6,3,9,4,0.406322,0.423868,0
17365,arthur,,389,9.132952834,231,5.377380574,5.375077971,89859,49.11136315,0,123,127,250,327,264,591,4,0.468401,0.479968,0.000273
17366,arthropod,,7,13.15062203,7,8.873888135,8.873828135,49,116.6971488,0,7,5,12,7,5,12,5,0.354992,0.366223,0
17367,arthritis,,24,11.91847835,8,8.740356743,8.740286741,192,104.1717526,0,10,15,25,15,21,36,4,0.435116,0.45074,0.000106
17368,artful,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,6,0.258697,0.262403,0
17369,artery,,26,11.83843564,15,8.111748083,8.111608076,390,96.0304076,0,7,12,19,23,19,42,4,0.449768,0.463119,0.00005
17370,arterial,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.326257,0.329715,0
17371,artemisia,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,1,5,4,1,5,5,0.325784,0.329217,0
17372,artemis,,52,11.14528846,21,7.775275846,7.77507583,1092,86.65769216,0,26,23,49,42,47,89,4,0.413295,0.430938,0.000005
17373,art,,1018,8.17093698,678,4.300650996,4.293858112,690204,35.14034826,0,208,191,399,867,800,1667,4,0.476268,0.487015,0.000363
17374,arson,,18,12.20616042,16,8.047209562,8.047059554,288,98.22553084,0,9,11,20,15,14,29,4,0.436035,0.4515,0.000001
17375,arsenic,,20,12.1007999,8,8.740356743,8.740286741,160,105.765308,0,13,12,25,13,19,32,4,0.432392,0.448308,0
17376,arsenate,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.345068,0.353675,0
17377,arsenal,,70,10.84803694,39,7.156236638,7.155856573,2730,77.63111937,0,36,38,74,56,58,114,4,0.461568,0.473044,0.000012
17378,arroyo,,8,13.01709064,5,9.210360372,9.210320372,40,119.8920957,0,3,1,4,5,1,6,5,0.319412,0.322781,0
17379,arrowhead,,6,13.30477271,5,9.210360372,9.210320372,30,122.5417513,0,5,5,10,6,6,12,5,0.361837,0.374579,0
17380,arrow,,65,10.92214491,48,6.948597273,6.948127172,3120,75.89358632,0,14,32,46,58,51,109,4,0.443941,0.458683,0.000053
17381,arrogant,,7,13.15062203,7,8.873888135,8.873828135,49,116.6971488,0,6,4,10,6,6,12,4,0.422482,0.439187,0.000001
17382,arrive,,53,11.12624026,52,6.868554566,6.868044446,2756,76.42118836,0,18,16,34,37,50,87,4,0.440209,0.455214,0.000008
17383,arrival,,56,11.07118049,55,6.812465099,6.811924964,3080,75.42203067,0,12,11,23,54,51,105,4,0.447027,0.460969,0
17384,arrhenius,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,3,4,1,3,4,4,0.38462,0.401513,0
17385,arrest,,69,10.86242567,55,6.812465099,6.811924964,3795,73.99989579,0,20,32,52,62,58,120,4,0.457878,0.470025,0.000014
17386,array,,58,11.03608917,29,7.452502454,7.452222421,1682,82.2464816,0,22,23,45,53,52,105,4,0.462073,0.473142,0.000008
17387,arrange,,19,12.1520932,17,7.98658494,7.986424931,323,97.05372453,0,3,13,16,16,17,33,4,0.428665,0.445228,0
17388,arpeggio,,4,13.71023782,1,10.81979828,10.81979828,4,148.3420076,0,3,2,5,4,3,7,5,0.348921,0.358671,0
17389,arpa,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
17390,arouse,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,3,4,7,4,4,8,5,0.395724,0.412899,0
17391,arousal,,23,11.96103796,14,8.180740955,8.180610949,322,97.85015311,0,8,15,23,23,18,41,4,0.443343,0.457847,0.000001
17392,around,,2939,7.110707511,2520,2.987784104,2.962271922,7406280,21.24525887,0,511,340,851,1787,2456,4243,4,0.481867,0.493878,0.000519
17393,arose,,21,12.05200974,21,7.775275846,7.77507583,441,93.70770023,0,12,10,22,12,21,33,5,0.399375,0.416781,0.000053
17394,aromatic,,21,12.05200974,20,7.824066011,7.823875996,420,94.29571976,0,14,8,22,18,10,28,5,0.386673,0.403214,0.000001
17395,aroma,,8,13.01709064,8,8.740356743,8.740286741,64,113.7740159,0,6,5,11,7,6,13,5,0.408661,0.426058,0
17396,arnold,,94,10.5532374,66,6.630143542,6.629493344,6204,69.96947876,0,43,36,79,77,62,139,4,0.452601,0.465899,0.000018
17397,army,,1410,7.845187194,947,3.966499191,3.956994352,1335270,31.11792866,0,187,232,419,1101,1115,2216,4,0.478103,0.489123,0.000355
17398,armstrong,,72,10.81986606,45,7.013135794,7.012695706,3240,75.88118994,0,31,27,58,64,49,113,4,0.438903,0.454284,0.000016
17399,armpit,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,1,3,2,1,3,5,0.320821,0.324166,0
17400,armour,,53,11.12624026,34,7.29343776,7.293107712,1802,81.14854086,0,26,32,58,44,44,88,4,0.46471,0.475377,0.000004
17401,armoire,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,6,0.276858,0.282856,0
17402,armistice,,24,11.91847835,13,8.254848927,8.254728922,312,98.38523819,0,9,11,20,23,22,45,4,0.444586,0.458824,0
17403,armful,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.378607,0.394397,0
17404,armenia,,396,9.112595897,191,5.562302912,5.560391124,75636,50.68701869,0,66,106,172,341,295,636,4,0.473878,0.483654,0.000024
17405,armchair,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.345068,0.353675,0
17406,armature,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.355189,0.366884,0
17407,armageddon,,13,12.53158282,9,8.622573707,8.622493705,117,108.0544965,0,8,7,15,10,10,20,4,0.43039,0.446416,0
17408,armadillo,,6,13.30477271,3,9.721185996,9.721165996,18,129.3381701,0,4,5,9,6,5,11,4,0.426614,0.443008,0
17409,armada,,24,11.91847835,19,7.875359305,7.875179292,456,93.86229935,0,7,11,18,23,23,46,4,0.432856,0.448763,0.000002
17410,arm,,127,10.25234509,98,6.234830806,6.233860354,12446,63.921637,0,40,51,91,106,113,219,4,0.466886,0.477386,0.000025
17411,arlington,,50,11.18450917,32,7.354062381,7.35375234,1600,82.25157816,0,25,27,52,41,46,87,4,0.416612,0.434243,0.000008
17412,arlene,,23,11.96103796,15,8.111748083,8.111608076,345,97.02492676,0,11,9,20,21,12,33,4,0.384904,0.401513,0.000052
17413,arlen,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,3,3,6,3,3,6,5,0.342584,0.350485,0
17414,arkansas,,527,8.829331629,281,5.181443615,5.178639744,148087,45.74868399,0,136,170,306,420,413,833,4,0.466126,0.479039,0.000236
17415,ark,,46,11.26789078,25,7.600922459,7.600682435,1150,85.64636411,0,12,18,30,40,33,73,4,0.446285,0.460425,0.000001
17416,arizona,,204,9.778412184,131,5.944600961,5.943300141,26724,58.12875846,0,59,71,130,174,163,337,4,0.463739,0.475349,0.000073
17417,arithmetic,,79,10.72708432,49,6.927977986,6.92749788,3871,74.31700406,0,29,31,60,67,60,127,4,0.452705,0.465866,0.000016
17418,aristotle,,68,10.87702447,50,6.907775279,6.907285168,3400,75.13604076,0,31,30,61,48,50,98,4,0.453155,0.466241,0.000009
17419,aristocratic,,23,11.96103796,21,7.775275846,7.77507583,483,93.00036956,0,10,12,22,22,15,37,5,0.336454,0.342593,0.000001
17420,aristocrat,,12,12.61162553,12,8.334891634,8.334781631,144,105.1165321,0,10,7,17,10,9,19,5,0.396237,0.413495,0
17421,aristocracy,,20,12.1007999,14,8.180740955,8.180610949,280,98.99350936,0,12,12,24,17,16,33,4,0.429962,0.446153,0.000053
17422,arisen,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.343985,0.352404,0
17423,arise,,10,12.79394708,10,8.517213191,8.517123189,100,108.9687749,0,5,5,10,6,10,16,5,0.345727,0.354529,0
17424,aries,,18,12.20616042,9,8.622573707,8.622493705,162,105.2485179,0,8,8,16,11,14,25,4,0.437605,0.452815,0
17425,arid,,32,11.63079627,28,7.487593774,7.487323743,896,87.08667777,0,17,11,28,31,16,47,4,0.404664,0.422183,0.000001
17426,arianism,,12,12.61162553,4,9.433503923,9.433473923,48,118.9718189,0,6,9,15,8,10,18,4,0.422331,0.439144,0
17427,ariadne,,12,12.61162553,7,8.873888135,8.873828135,84,111.9141541,0,7,7,14,8,10,18,4,0.372897,0.387819,0.000053
17428,aria,,40,11.40765272,21,7.775275846,7.77507583,840,88.69764668,0,12,19,31,33,24,57,4,0.437702,0.453097,0
17429,argus,,9,12.8993076,3,9.721185996,9.721165996,27,125.3965684,0,4,2,6,6,7,13,5,0.349973,0.359699,0
17430,argumentative,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.331639,0.336246,0
17431,argumentation,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.345599,0.354479,0
17432,argument,,110,10.39605181,79,6.450350432,6.449570143,8690,67.05817729,0,32,45,77,95,98,193,4,0.459252,0.471354,0.000092
17433,argue,,39,11.43297053,34,7.29343776,7.293107712,1326,83.38565898,0,10,7,17,22,37,59,5,0.376104,0.391492,0
17434,argot,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.32539,0.330787,0
17435,argonne,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.384229,0.400392,0
17436,argonaut,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,1,3,3,1,4,5,0.311755,0.316861,0
17437,argon,,17,12.26331883,13,8.254848927,8.254728922,221,101.2318443,0,11,9,20,15,14,29,4,0.392799,0.409864,0.000001
17438,argo,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.384387,0.40058,0
17439,argentinian,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,3,3,6,4,3,7,5,0.329736,0.333883,0
17440,argentine,,63,10.95339745,57,6.776747016,6.776186871,3591,74.22840349,0,10,23,33,44,56,100,5,0.350602,0.360842,0.000053
17441,argentina,,285,9.444042997,215,5.449160256,5.447018006,61275,51.46210376,0,69,93,162,233,222,455,4,0.471524,0.481658,0.000022
17442,ares,,27,11.80069531,18,7.929426526,7.929256515,486,93.57274643,0,15,14,29,24,21,45,4,0.433702,0.449515,0.000003
17443,arequipa,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,1,1,2,1,1,2,0,0,0,0
17444,arena,,166,9.984544389,100,6.214628098,6.213637628,16600,62.05023011,0,41,56,97,101,148,249,4,0.470599,0.480264,0.000122
17445,area,,4031,6.794514368,2970,2.823144409,2.792995044,11972070,19.18189525,0,364,323,687,3452,3594,7046,4,0.48205,0.493681,0.000486
17446,are,,34451,4.649238874,14682,1.225420752,1.06665118,505809582,5.697273795,1,2042,1928,3970,18633,21543,40176,4,0.515478,0.546213,0.011352
17447,arduous,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.317691,0.32128,0
17448,ardent,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.316965,0.321733,0
17449,arden,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,5,4,9,5,4,9,5,0.384412,0.400651,0
17450,arcturus,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,2,5,3,2,5,5,0.384254,0.400439,0.000004
17451,arctic,,170,9.96073374,118,6.04911366,6.047942998,20060,60.25361053,0,28,44,72,159,146,305,4,0.447128,0.461561,0.000066
17452,archive,,110,10.39605181,88,6.34246147,6.341591108,9680,65.93655805,0,37,39,76,54,78,132,4,0.459585,0.471523,0.000026
17453,archival,,10,12.79394708,10,8.517213191,8.517123189,100,108.9687749,0,8,3,11,8,4,12,5,0.324213,0.32761,0
17454,architecture,,308,9.366432394,233,5.368759831,5.366437182,71764,50.286126,0,105,94,199,248,261,509,4,0.473347,0.483029,0.000083
17455,architectural,,36,11.51301324,35,7.264450223,7.264110172,1260,83.63571159,0,18,18,36,30,23,53,5,0.334836,0.340574,0
17456,architect,,133,10.20618305,124,5.999516719,5.998285986,16492,61.23216584,0,31,52,83,110,101,211,4,0.462917,0.474358,0.000008
17457,archipelago,,105,10.44257183,80,6.43777165,6.436981353,8400,67.22689286,0,17,37,54,79,91,170,4,0.46642,0.476771,0.000006
17458,archimedes,,22,12.00548972,14,8.180740955,8.180610949,308,98.21380147,0,10,14,24,15,16,31,4,0.425847,0.442492,0.000001
17459,archibald,,15,12.38848198,14,8.180740955,8.180610949,210,101.3469619,0,6,10,16,6,12,18,5,0.379627,0.395688,0.000001
17460,archetype,,16,12.32394346,6,9.028038815,9.027988815,96,111.2610399,0,7,9,16,14,14,28,4,0.448949,0.462396,0
17461,archery,,20,12.1007999,13,8.254848927,8.254728922,260,99.8902751,0,9,10,19,10,13,23,4,0.426235,0.442764,0.000004
17462,archenemy,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.34568,0.354591,0
17463,archdiocese,,7,13.15062203,7,8.873888135,8.873828135,49,116.6971488,0,4,4,8,6,6,12,5,0.385322,0.401864,0
17464,archbishop,,167,9.978538365,131,5.944600961,5.943300141,21877,59.31842875,0,53,27,80,122,148,270,4,0.445904,0.460218,0.000071
17465,archangel,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,3,5,8,6,5,11,5,0.38868,0.405507,0.000001
17466,archaic,,20,12.1007999,19,7.875359305,7.875179292,380,95.29814712,0,9,12,21,15,14,29,5,0.350942,0.361223,0.000052
17467,arch,,61,10.98565831,46,6.991156888,6.990706795,2806,76.80246078,0,29,28,57,51,52,103,4,0.446735,0.460927,0.000064
17468,arcane,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,1,1,2,4,1,5,5,0.306973,0.312012,0
17469,arcana,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,2,2,4,4,2,6,5,0.384396,0.400599,0
17470,arcadia,,24,11.91847835,16,8.047209562,8.047059554,384,95.91049292,0,9,10,19,16,16,32,4,0.414966,0.432323,0.000002
17471,arcade,,58,11.03608917,43,7.058598169,7.058178089,2494,77.89931878,0,22,21,43,45,44,89,4,0.43418,0.450083,0.000002
17472,arc,,111,10.38700198,81,6.42534913,6.424548825,8991,66.74011411,0,29,41,70,103,79,182,4,0.465967,0.476522,0.000006
17473,arboretum,,5,13.48709426,4,9.433503923,9.433473923,20,127.2305567,0,4,2,6,4,5,9,5,0.376615,0.393249,0
17474,arboreal,,13,12.53158282,13,8.254848927,8.254728922,169,103.446323,0,4,7,11,8,9,17,4,0.43549,0.450951,0
17475,arbitrary,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,3,1,4,4,2,6,5,0.320647,0.32395,0
17476,arbitrage,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
17477,arbiter,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.316344,0.32029,0
17478,arapaho,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,2,5,3,2,5,5,0.398532,0.41626,0.000001
17479,arachne,,14,12.45747485,2,10.1266511,10.1266411,28,126.1525014,0,11,13,24,12,13,25,5,0.378478,0.394412,0.000003
17480,araby,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
17481,arabic,,300,9.392749703,218,5.435303221,5.433130907,65400,51.05244272,0,70,73,143,247,218,465,4,0.459133,0.47179,0.000027
17482,arabia,,144,10.12671888,96,6.255450093,6.25449966,13824,63.34718454,0,20,69,89,136,122,258,4,0.465429,0.476612,0.000013
17483,arab,,204,9.778412184,145,5.843064542,5.841623533,29580,57.1358935,0,45,51,96,132,99,231,4,0.428396,0.445496,0.000027
